A1BG	54.0
A4GALT	45.0
A4GALT	140.0
A4GALT	73.0
A4GALT	136.0
AAAS	144.0
AACS	149.0
AADAT	45.0
AADAT	265.0
AADAT	77.0
AADAT	162.0
AAGAB	62.0
AAGAB	190.0
AAGAB	322.0
AAGAB	29.0
AAGAB	61.0
AAK1	233.0
AAK1	163.0
AAK1	164.0
AAMDC	123.0
AAMDC	127.0
AAMDC	117.0
AAMDC	41.0
AAMDC	47.0
AAMDC	17.0
AAMP	50.0
AAR2	365.0
AAR2	25.0
AAR2	47.0
AARD	36.0
AARS1	20.0
AARS1	88.0
AARS2	23.0
AASDH	71.0
AASDH	241.0
AASDH	162.0
AASDH	192.0
AASDH	316.0
AASDH	107.0
AASDH	120.0
AASDH	69.0
AASDH	271.0
AASDH	41.0
AASDH	129.0
AASDH	146.0
AASDHPPT	48.0
AASS	14.0
AASS	88.0
AATF	171.0
AATF	171.0
AATK	119.0
AATK	46.0
AATK	228.0
ABAT	94.0
ABAT	896.0
ABAT	221.0
ABAT	40.0
ABCA2	96.0
ABCA2	49.0
ABCA3	25.0
ABCA3	304.0
ABCA3	206.0
ABCA3	155.0
ABCA5	14.0
ABCA5	1217.0
ABCA5	81.0
ABCA7	89.0
ABCA7	136.0
ABCB10	54.0
ABCB1	5.0
ABCB1	70.0
ABCB1	129.0
ABCB1	323.0
ABCB1	105.0
ABCB1	153.0
ABCB1	17.0
ABCB1	162.0
ABCB4	5.0
ABCB4	46.0
ABCB4	69.0
ABCB6	284.0
ABCB7	10.0
ABCB8	44.0
ABCB8	65.0
ABCB9	86.0
ABCB9	176.0
ABCB9	222.0
ABCC10	158.0
ABCC10	216.0
ABCC10	10.0
ABCC10	171.0
ABCC10	358.0
ABCC10	77.0
ABCC1	135.0
ABCC1	135.0
ABCC2	204.0
ABCC4	131.0
ABCC4	136.0
ABCC5	126.0
ABCC5	107.0
ABCC5	148.0
ABCC5	147.0
ABCC5	173.0
ABCC5	233.0
ABCC5	147.0
ABCC5	155.0
ABCC5	157.0
ABCC5	183.0
ABCC5	54.0
ABCC5	54.0
ABCC6	122.0
ABCC6	213.0
ABCC6	72.0
ABCC6	36.0
ABCC6	122.0
ABCC6	213.0
ABCC6	72.0
ABCC6	36.0
ABCC8	68.0
ABCD1	410.0
ABCD3	101.0
ABCD3	89.0
ABCD4	25.0
ABCD4	120.0
ABCD4	125.0
ABCD4	116.0
ABCD4	51.0
ABCD4	139.0
ABCD4	123.0
ABCD4	127.0
ABCD4	103.0
ABCD4	118.0
ABCD4	59.0
ABCD4	21.0
ABCE1	108.0
ABCE1	26.0
ABCE1	23.0
ABCF1	45.0
ABCF1	45.0
ABCF1	45.0
ABCF1	45.0
ABCF1	45.0
ABCF1	45.0
ABCF1	45.0
ABCF2	41.0
ABCF2	42.0
ABCF3	132.0
ABCF3	205.0
ABCF3	147.0
ABCF3	79.0
ABCF3	79.0
ABCF3	46.0
ABCF3	97.0
ABCF3	122.0
ABCF3	93.0
ABCF3	166.0
ABCG1	160.0
ABCG1	37.0
ABCG1	98.0
ABCG1	146.0
ABCG1	40.0
ABCG1	78.0
ABCG1	105.0
ABCG1	73.0
ABCG1	23.0
ABCG2	18.0
ABCG2	193.0
ABCG2	253.0
ABCG2	473.0
ABCG2	282.0
ABCG2	118.0
ABCG2	137.0
ABCG2	632.0
ABCG4	228.0
ABCG4	311.0
ABCG4	99.0
ABCG4	11.0
ABCG4	249.0
ABHD10	35.0
ABHD11	50.0
ABHD11	130.0
ABHD11	221.0
ABHD11	69.0
ABHD12	131.0
ABHD1	133.0
ABHD13	267.0
ABHD13	19.0
ABHD14A	71.0
ABHD14B	27.0
ABHD14B	221.0
ABHD14B	665.0
ABHD14B	568.0
ABHD15	70.0
ABHD16A	189.0
ABHD16A	42.0
ABHD16A	189.0
ABHD16A	42.0
ABHD16A	189.0
ABHD16A	42.0
ABHD16A	189.0
ABHD16A	42.0
ABHD16A	189.0
ABHD16A	42.0
ABHD16A	189.0
ABHD16A	42.0
ABHD16A	189.0
ABHD16A	42.0
ABHD16B	327.0
ABHD17A	237.0
ABHD17A	144.0
ABHD17B	2.0
ABHD17B	611.0
ABHD17C	119.0
ABHD18	200.0
ABHD18	102.0
ABHD18	16.0
ABHD18	108.0
ABHD18	84.0
ABHD18	100.0
ABHD18	12.0
ABHD18	44.0
ABHD18	48.0
ABHD18	78.0
ABHD18	23.0
ABHD18	84.0
ABHD18	72.0
ABHD18	27.0
ABHD18	17.0
ABHD18	285.0
ABHD18	36.0
ABHD2	107.0
ABHD2	89.0
ABHD2	76.0
ABHD2	141.0
ABHD2	88.0
ABHD2	99.0
ABHD2	5.0
ABHD3	453.0
ABHD3	108.0
ABHD4	68.0
ABHD5	122.0
ABHD5	54.0
ABHD5	411.0
ABHD5	75.0
ABHD6	414.0
ABHD6	124.0
ABHD6	64.0
ABHD6	24.0
ABHD8	7.0
ABHD8	183.0
ABI1	223.0
ABI2	120.0
ABI2	237.0
ABI2	84.0
ABI2	123.0
ABI2	93.0
ABI2	104.0
ABI2	89.0
ABI2	100.0
ABI2	163.0
ABI2	83.0
ABITRAM	86.0
ABL1	438.0
ABL1	192.0
ABL2	31.0
ABL2	279.0
ABL2	286.0
ABLIM1	53.0
ABLIM1	274.0
ABLIM1	253.0
ABLIM1	76.0
ABLIM1	134.0
ABLIM1	79.0
ABLIM1	479.0
ABLIM1	74.0
ABLIM1	89.0
ABLIM1	649.0
ABLIM1	230.0
ABR	89.0
ABR	133.0
ABR	33.0
ABR	76.0
ABR	232.0
ABR	253.0
ABR	472.0
ABR	133.0
ABR	133.0
ABR	91.0
ABR	33.0
ABR	33.0
ABR	76.0
ABR	226.0
ABR	253.0
ABR	472.0
ABR	89.0
ABRACL	130.0
ABRACL	5.0
ABRAXAS1	44.0
ABRAXAS1	36.0
ABRAXAS1	90.0
ABRAXAS1	114.0
ABRAXAS1	27.0
ABRAXAS2	10.0
ABT1	29.0
ABTB1	143.0
ABTB1	73.0
ABTB1	73.0
ABTB1	55.0
ABTB1	144.0
ABTB1	105.0
ABTB2	426.0
ACAA1	91.0
ACAA1	206.0
ACAA2	48.0
ACACA	6.0
ACACA	110.0
ACACA	487.0
ACACA	434.0
