,logFC.Riboseq_sample-RNAseq_sample,AveExpr.Riboseq_sample-RNAseq_sample,t.Riboseq_sample-RNAseq_sample,P.Value.Riboseq_sample-RNAseq_sample,adj.P.Val.Riboseq_sample-RNAseq_sample,B.Riboseq_sample-RNAseq_sample,Symbol.Riboseq_sample-RNAseq_sample
CRADD,1.14907363380392,1.1062281201827,1.36446626112417,0.206256345886174,0.343306660129805,-5.71441353310911,CRADD
CRAMP1,-1.15107644831687,5.46367370048632,-2.16853396097132,0.0588922512514641,0.143151545511034,-4.6157452896077,CRAMP1
CRAT,1.41719132951725,2.2090246978626,1.4781235919037,0.174213449915257,0.303924147459402,-5.4025426480156,CRAT
CRB3,2.90024200739245,1.50589902181665,7.62437624585269,3.65157938934617e-05,0.000872301147526045,2.79175248937651,CRB3
CRBN,-0.371985932586854,3.57964986447684,-0.341649782441976,0.740622629606381,0.826112845443856,-6.45737465872742,CRBN
CRCP,-2.16269388386687,4.64433629538479,-3.69379384131683,0.00515502289807176,0.0275467877649421,-2.1590604988382,CRCP
CREB1,-0.370773224710919,4.9836539901282,-0.872791113783147,0.405937664001907,0.547428401984805,-6.35393079513639,CREB1
CREB3,2.87875841963475,2.8863389314292,2.59821737363532,0.0293159723431586,0.0888923749013559,-3.75958235921522,CREB3
CREB3L1,1.99407030200126,0.273028957088014,3.26493695729617,0.0100439547242468,0.0430873755080267,-3.16569387012725,CREB3L1
CREB3L2,-0.861916862125693,4.76887028898114,-2.46388415753377,0.0364702057033104,0.103370079124541,-4.06844388221889,CREB3L2
CREB3L4,1.36974349749127,0.990147784848204,1.75848361197045,0.11325631943325,0.224856239313545,-5.24274897170076,CREB3L4
CREB5,-0.267842682383793,5.09334366394184,-0.585363245603266,0.572990351718068,0.694018642638106,-6.58077726326248,CREB5
CREBBP,0.478478166934183,6.07528074521559,1.78335448825655,0.108924640181808,0.219299612749216,-5.62943034173248,CREBBP
CREBL2,-2.80136162671156,3.45779328124073,-3.55383862712815,0.00639315496295776,0.0316363693540265,-2.64358985046362,CREBL2
CREBRF,-3.50335919953909,2.51874249661809,-7.10647876039326,6.2712926589863e-05,0.00129252714977472,2.02929238429863,CREBRF
CREBZF,-2.51346210308191,6.70012285835986,-4.87491279992687,0.000933529504319616,0.00849199068426826,-0.572920845629438,CREBZF
CREG1,0.220640189484913,4.70490206595709,0.631706435340545,0.543620921485088,0.669589964188316,-6.61537966030727,CREG1
CREG2,1.79816935203321,1.12694772263347,2.19205532320601,0.0566947642120211,0.139908526681579,-4.58900216774817,CREG2
CRELD1,-1.00419475076705,2.80178793919594,-1.17055091146479,0.272469292858252,0.41613170451891,-5.96365251765913,CRELD1
CRELD2,0.842188955665194,3.62400725491473,0.938686579640373,0.372913165298629,0.516256919757408,-6.1133104161266,CRELD2
CREM,0.776636507715485,3.78390022703849,0.8157279257178,0.436155375153746,0.575911109841057,-6.2227788062953,CREM
CRIM1,-2.47429074116253,5.77020519465052,-6.63867579093646,0.00010484932586273,0.00184801845509367,1.76008986984939,CRIM1
CRIP3,0.562756457798972,0.123200970955738,3.32623390716674,0.0091188451516239,0.0404079899091733,-3.29281045591875,CRIP3
CRIPT,1.71731553934409,4.19437719739921,5.80340097154882,0.000280372446898821,0.00357247130443823,0.672702971265867,CRIPT
CRISPLD1,1.5153843323559,2.13147980185747,1.42970829716663,0.187291485979088,0.320002565539485,-5.57288449763618,CRISPLD1
CRK,-0.142435629494849,5.8604172638395,-0.41242737430997,0.689881808991762,0.787177837173336,-7.0062882121556,CRK
CRKL,-0.636710211971586,7.06076131412304,-3.43877066610833,0.00764468307427286,0.0357968940771424,-3.16328694307371,CRKL
CRLF1,0.890262845559602,0.214040227586748,2.14488091288088,0.0611856402839736,0.147114437646857,-5.33505986382762,CRLF1
CRLF3,0.358795520276658,4.54509828172854,0.985310304574178,0.350758005887977,0.495002151851905,-6.12325953334496,CRLF3
CRLS1,-0.721197202060759,4.05285771015574,-1.09240733370148,0.303626345412543,0.44801387380166,-5.93217098996099,CRLS1
CRMP1,-0.259880693272707,0.55721560061112,-0.932158461334873,0.376095262680651,0.519439729849875,-6.50969370383401,CRMP1
CRNDE,-2.0470172372566,3.69613379922502,-2.67526312340785,0.0258688814001575,0.0819239272336078,-3.95116090796723,CRNDE
CRNKL1,-1.15608636984504,3.75339783948322,-2.11644578221408,0.0640577354448327,0.15217349974931,-4.63553748570197,CRNKL1
CROCC,1.01033973401808,4.44108543508562,2.06766375604614,0.0692918044571817,0.161004228987244,-4.72225350837828,CROCC
CROCCP2,-2.40421525077266,4.05694147304568,-3.13654024558796,0.0123124233215475,0.0492148336505117,-3.19570056475941,CROCCP2
CROCCP3,2.69396371925784,2.04183414221416,2.41393877904832,0.0395551232835514,0.109134107976779,-4.01731668169359,CROCCP3
CROT,-0.0527450619909042,1.75592981388836,-0.0526084837359282,0.959217470709731,0.975243572769694,-6.56223412237432,CROT
CRPPA,0.994239033250487,0.279888543684094,2.32408800336487,0.0457721384495991,0.120900103018043,-4.70905810622737,CRPPA
CRSP8P,0.936354192900927,3.2120221920335,1.4681374990767,0.176843532911227,0.306867870899791,-5.38614480719414,CRSP8P
CRTAC1,1.41265772813796,1.08557139641274,5.14043746381316,0.000653645731451474,0.00663670153816578,-0.281556800087614,CRTAC1
CRTAP,-1.31859039830975,6.40180225902647,-4.6928107571734,0.00119907650732991,0.0100585633573878,-1.02961721407982,CRTAP
CRTC1,1.16847874096965,4.15937134502774,2.52405207378805,0.0330714282491864,0.0967862238035158,-4.01947742174493,CRTC1
CRTC2,-0.269273620613761,4.70062912065483,-0.654300446397925,0.529627191998834,0.657805638835185,-6.34456501573382,CRTC2
CRTC3,-1.69877124962974,5.0081412775612,-4.7342902077775,0.0011321352541231,0.00964022045700238,-0.613785370706252,CRTC3
CRY1,0.0993051093745176,3.527569718909,0.106729459448743,0.917394550408834,0.949404505400375,-6.53080348722867,CRY1
CRY2,0.423121898236381,0.995845371373513,0.727200737043951,0.485977963012875,0.621076933268378,-6.49557424865907,CRY2
CRYBB2P1,1.07245862742645,2.66769772084933,1.06811527997408,0.313862300806015,0.458659348181277,-5.84989029902844,CRYBB2P1
CRYBG1,-1.48259572104018,2.90615096924074,-1.50696583965434,0.166809245020128,0.295151387541568,-5.64592610537944,CRYBG1
CRYBG3,0.497789227842986,3.3323715100699,0.521448221301576,0.614908521171127,0.728111926687409,-6.41026381976035,CRYBG3
CRYL1,-0.449010165998503,1.6070170163113,-1.9485197421486,0.0838611521602296,0.183132520680297,-5.17865669742604,CRYL1
CRYM-AS1,1.73369879684577,-0.183583738528893,11.6724161720737,1.17359153869938e-06,6.22777687352892e-05,5.90852669317399,CRYM-AS1
CRYZ,-2.06334182990252,2.47125532551989,-3.10286127823848,0.0129913382782605,0.0508999655944595,-3.25225373272652,CRYZ
CRYZL1,-2.03669816229422,1.63544628243471,-3.40927948127941,0.00800512402861643,0.0369576000771768,-2.77148658697779,CRYZL1
CS,-0.995783763785532,6.07122654298031,-4.55963171268353,0.00144439790844305,0.0114433275372609,-1.18531442773284,CS
CSAD,0.249160606138961,3.80423273644594,0.49470078048003,0.632913556994212,0.742827633023883,-6.3267110937017,CSAD
CSDC2,-0.127976922087148,1.12714036538286,-0.551149844626113,0.595230693304178,0.711675722228014,-6.84563817067862,CSDC2
CSDE1,-2.25615808059225,8.18447546406086,-8.42540841545431,1.6681173298026e-05,0.000491422257662281,3.24582020713323,CSDE1
CSE1L,-0.497987986588033,6.38002503217642,-1.71463883568874,0.121282698801652,0.235687424870161,-5.74955762845588,CSE1L
CSF1,0.0997137049928667,1.18582892094342,0.15739740295828,0.878480065552673,0.922590312093479,-6.70333831022774,CSF1
CSGALNACT2,-2.28223005558279,3.04317967658643,-2.86226391275874,0.0191137639588814,0.0663088957317625,-3.73840896734653,CSGALNACT2
CSK,1.11401102174485,6.02213486958877,3.30716451043257,0.00939672515453018,0.0412637529491935,-3.23316091337801,CSK
CSMD3,-3.3752123811381,2.68172233063442,-7.1307635040271,6.11031527747489e-05,0.00127153847130528,2.07304127326312,CSMD3
CSNK1A1,0.199882602722353,6.58238857583739,0.921688734944472,0.381239784657251,0.524543736457564,-6.83660482993704,CSNK1A1
CSNK1A1L,-2.46152482003067,3.40508190488998,-2.64152707706604,0.027324779754478,0.0849342229356496,-3.99391960562075,CSNK1A1L
CSNK1A1P1,0.264794908560081,1.14990218025571,0.380262722509424,0.712756485898683,0.804951289330262,-6.61759056191272,CSNK1A1P1
CSNK1D,-0.90137763979544,7.443067430851,-2.87214019263258,0.0188116654143252,0.0655598845518249,-4.13158627540455,CSNK1D
CSNK1E,1.91909603628844,4.36007257809228,2.48363470181443,0.0353176430869996,0.101303227367383,-4.08770238863016,CSNK1E
CSNK1G1,-3.63688148006963,2.99949783033724,-7.435891641392,4.43134875170437e-05,0.00100743609785125,2.36467358738859,CSNK1G1
CSNK1G2,-0.795467423659103,5.53681364844718,-2.07521600241854,0.0684552874719757,0.159713624013757,-4.83307053899211,CSNK1G2
CSNK1G3,-0.210906351892483,4.35397631320159,-0.386333646245187,0.708414740429538,0.80193984657495,-6.5005587331269,CSNK1G3
CSNK2A1,-1.06934688890498,6.1010564649562,-4.42266594689798,0.00175386995434223,0.0130253214178872,-1.37764655761325,CSNK2A1
CSNK2A2,1.46402285840577,4.447897190844,1.98631056830605,0.0789490363922753,0.175999130867858,-5.11854306273313,CSNK2A2
CSNK2A3,-0.0333608916209034,5.78701499009525,-0.153067316875068,0.881793809120508,0.924763407901005,-7.09323481615782,CSNK2A3
CSNK2B,0.681470211867886,5.69602337185545,2.13416504129894,0.0622530104093476,0.149015702204039,-5.03154140991082,CSNK2B
CSPG4,1.05361459812483,1.37957606078969,1.39207589860807,0.198038112872016,0.333162783308761,-5.73654444897807,CSPG4
CSPG5,-0.0341172361987137,3.15461406319343,-0.0568579170212124,0.955927077540721,0.973510674509118,-6.47362447877278,CSPG5
CSPP1,-1.28442487641455,3.54590904992973,-1.47279231256139,0.175613271867449,0.305438080917195,-5.52089454786414,CSPP1
CSRNP1,0.821751373946984,3.37149414975447,0.926845971136479,0.378699337154774,0.521913045875742,-5.98388093899867,CSRNP1
CSRNP2,-1.77519784386391,3.7302401747496,-3.59428053399805,0.00600608953828659,0.0304133272594638,-2.40171104252019,CSRNP2
CSRNP3,0.0388621717684354,3.14542532915976,0.038096179424236,0.970460316214287,0.982217990129278,-6.48518663361821,CSRNP3
CSRP1,-0.295617853446635,3.09227942655103,-0.31031731695141,0.763535436217928,0.844068067381154,-6.44616631991816,CSRP1
CSRP2,0.250972560225315,4.96557820263488,0.751054921582459,0.472204576949658,0.607978122571315,-6.44179416164926,CSRP2
CST3,-0.129977498800868,5.28661005207955,-0.266719509040757,0.795823271393925,0.866998452468511,-6.71167583516008,CST3
CSTB,-0.227822532907149,5.36114376373441,-0.585086513523082,0.573168367123436,0.694018642638106,-6.66260494904398,CSTB
CSTF1,0.397638397576971,3.98752441799472,0.42314761371317,0.682329982024231,0.780896132151272,-6.52517300354819,CSTF1
CSTF2,1.63194406645275,4.79864816361518,6.26877909135037,0.000160332688928623,0.00248744714537835,1.13572016459223,CSTF2
CSTF2T,0.161309383488167,5.65096175634499,0.654360787853695,0.529590109473744,0.657805638835185,-6.73746341553682,CSTF2T
CSTF3,0.285159679593296,5.64442011473633,1.1919151647488,0.264412776709036,0.407575017095553,-6.31513413609456,CSTF3
CT75,2.71473764738106,2.5588005378319,6.91429323543661,7.72217852780833e-05,0.00149549679637309,2.06558723840957,CT75
CTAGE1,1.28620116749463,0.67743445479412,2.00928218218271,0.0760986754659621,0.171705465914728,-5.02599640625576,CTAGE1
CTAGE7P,0.860779070374007,1.16882385896469,0.956070640820116,0.364535333849169,0.508146706485245,-6.28541268045107,CTAGE7P
CTBP1,0.690050812432658,5.54019672574622,2.77555445292402,0.0219885731856076,0.073112264774943,-3.98508205424981,CTBP1
CTBP1-AS,0.305070749382055,0.288759054750232,1.24302038923274,0.24592494976421,0.386719585739711,-6.36835607640374,CTBP1-AS
CTBP1-DT,-0.712683860898349,0.990729244013244,-2.4823634095007,0.0353907213994125,0.101368676144635,-4.28439794653856,CTBP1-DT
CTBP2,0.00531398855156962,5.27752787151393,0.012784878882853,0.990084267114015,0.994522211534377,-6.80480562468986,CTBP2
CTBS,0.400140608347435,1.687054304396,0.336130028568543,0.744640265251833,0.829218430732401,-6.56870837708828,CTBS
CTC-338M12.4,1.25905876464871,1.0385503278081,1.68398198450302,0.127202122094498,0.243933653861739,-5.38157277788996,CTC-338M12.4
CTC1,0.672274319197578,4.23276643257868,2.1659444875321,0.0591391878987077,0.143606304567244,-4.61789768359521,CTC1
CTCF,-0.288874122247003,5.8304520551296,-0.927424465209442,0.378415138465256,0.52157228593698,-6.47914243460113,CTCF
CTD-2297D10.2,2.19001335067516,0.988385164516568,2.16026335136847,0.0596844889813558,0.144557491068585,-4.64866203383972,CTD-2297D10.2
CTDNEP1,0.165145281680736,5.3203388750421,0.350982415805792,0.733848712134777,0.820436816433226,-6.79188308611038,CTDNEP1
CTDP1,0.875160333441642,4.92273002250038,2.0820648136566,0.0677051168316342,0.158517552144115,-4.82232979942586,CTDP1
CTDSP1,-2.2646441877193,3.1900027080799,-2.56327223265521,0.0310288240751633,0.0927907092338817,-4.10392894808093,CTDSP1
CTDSP2,-4.00381504817961,4.94443594056472,-5.98561786816558,0.00022451554423923,0.00309844619117248,0.878850043364392,CTDSP2
CTDSPL,-3.07320916200627,2.323160240067,-6.17783526946366,0.000178443406260278,0.0026829222679261,1.00680097748238,CTDSPL
CTDSPL2,-1.26525969926046,4.95368048084171,-1.85698853780653,0.0969876779561917,0.20210657378384,-5.03265167906034,CTDSPL2
CTF1,0.809895418436049,0.0401710438571552,3.37666575182744,0.00842452140815014,0.0383545286166603,-3.28100697105646,CTF1
CTH,1.97320267820165,2.9479744013331,1.84134578307469,0.0994162233047844,0.205649559064754,-4.88086136801436,CTH
CTIF,-1.15038681436588,4.92921063357131,-1.69952219072719,0.124169202725145,0.239581905709116,-5.22703034638177,CTIF
CTNNA1,0.314010346727158,6.80099397528021,1.11686090792669,0.293587879569854,0.437499861068947,-6.67661100766453,CTNNA1
CTNNAL1,0.798679167384807,4.53820097731921,2.51355056977372,0.0336409075852655,0.0979868647181304,-4.16173334771387,CTNNAL1
CTNNB1,-0.139478297875073,7.34375702173869,-0.591322708023373,0.56916427864178,0.691163021319857,-7.24444068311299,CTNNB1
CTNNBIP1,1.31225115898997,3.43029280768398,1.41965903780841,0.190110646505911,0.323644291254124,-5.59543033843452,CTNNBIP1
CTNNBL1,0.129441374079542,4.79776106249332,0.24325284038787,0.813379020106897,0.878785643801115,-6.68332067137,CTNNBL1
CTNND1,-1.28981782307549,1.68147851140173,-1.73918261409866,0.11672723543408,0.229665335081911,-5.36607011336136,CTNND1
CTNS,0.825466772099443,3.43341164834003,1.41030100764052,0.19276887227102,0.326829703221119,-5.44994657699392,CTNS
CTPS1,-0.0647551820774348,6.21281359888743,-0.290900538432723,0.777859726090823,0.854268638712071,-7.10869604047058,CTPS1
CTPS2,0.530097516982729,3.76440090782002,0.607007129542259,0.559163709547153,0.682246413567255,-6.39896434582029,CTPS2
CTR9,-0.191643423380293,5.29932783248064,-0.594817729714907,0.566927117019636,0.688920385443555,-6.64301470126678,CTR9
CTSA,3.41212022501227,2.43536065111682,3.40164530361545,0.00810129762624389,0.0372554136440753,-2.52925773483699,CTSA
CTSB,0.54127056677429,5.13233366774145,0.83216606639042,0.427296917766731,0.567772036238184,-6.67183790360191,CTSB
CTSC,0.770893271928229,5.17990014216051,2.47919234362419,0.0355736651745458,0.101645214518162,-4.3734501511316,CTSC
CTSD,1.83632079616045,5.04130095505316,4.67329982520952,0.00123202576951885,0.0102496993600867,-0.93459261787197,CTSD
CTSH,2.89879505115924,1.31876623301133,6.98462348167273,7.15245270019933e-05,0.00141031183270132,2.13806489615204,CTSH
CTSK,0.28385765141867,0.304270698996871,1.47370336998837,0.175373360720042,0.305217098945458,-6.07447333364687,CTSK
CTSL,0.060512185393808,5.18605679161489,0.14593311818623,0.887258784289017,0.92858348141401,-6.8275997171431,CTSL
CTSO,0.304530836883494,0.322664475276902,1.25364020311164,0.242219724683491,0.382426534676976,-6.35598272729723,CTSO
CTSV,-0.0936165847947636,2.87232115007177,-0.212351355233611,0.836664864112182,0.895752610704439,-6.4663124918007,CTSV
CTSZ,0.186122138246794,5.54915306591953,0.491523059137045,0.635070102934448,0.744183243129859,-6.75178779711535,CTSZ
CTTN,-0.578091387644468,5.64138810336198,-1.9944318492356,0.0779298605325413,0.174526296160917,-5.08276255556619,CTTN
CTTNBP2,1.13586222872504,2.22486057554937,1.12649853853186,0.289704166956092,0.433175537924816,-5.878303901309,CTTNBP2
CTTNBP2NL,-1.02395017069351,3.35631092798465,-1.00695089648444,0.340814040783774,0.485621306205317,-6.0498193592277,CTTNBP2NL
CTU1,2.28386030651506,4.54592137061322,4.45041116105621,0.00168586463426695,0.0126871198862371,-1.12909604389522,CTU1
CTU2,2.13520477582914,3.83382987322404,3.27235261643921,0.0099270164595099,0.0428199261764011,-2.76015663163562,CTU2
CTXN1,2.30751781022066,3.58644265648434,3.9261429126,0.00362644190463765,0.0216025767129428,-1.70268957353254,CTXN1
CUEDC1,-0.761824303381673,3.70651726420562,-1.29964889777693,0.226698411824547,0.365440531872454,-5.69649757295548,CUEDC1
CUEDC2,1.51888572189111,5.41260227496976,4.08655632090369,0.00285688106863444,0.0182092030724091,-1.85894276858434,CUEDC2
CUL1,-1.41515785004293,5.0950245531253,-2.23090414199747,0.0532395064811562,0.133719151841481,-4.46722123423624,CUL1
CUL2,0.95253986725416,3.97281184770442,2.01991588232659,0.0748128323846871,0.169780994632216,-4.8108397462047,CUL2
CUL3,0.43899093959718,5.88238891933709,1.87482991483297,0.0942858517312293,0.198025536260264,-5.51894792860645,CUL3
CUL4A,-0.22098149709578,5.0893194048922,-0.789974821221077,0.4502824307155,0.58780280692015,-6.46716887174004,CUL4A
CUL4B,-0.175931411686274,6.32334496876506,-0.516646902527987,0.618120963310533,0.730690091268366,-7.01814663164911,CUL4B
CUL5,-0.797296440759427,4.11485626324552,-0.889517045359271,0.397365117336176,0.539319431508568,-6.18719370255767,CUL5
CUL7,1.3213226489154,5.23616700333468,4.52811157423419,0.00151002504504742,0.0118042821627793,-1.18938274838844,CUL7
CUL9,-0.493114498536906,4.50795406007901,-1.15688641536732,0.277725110752152,0.421287537724174,-5.88502489109121,CUL9
CUTA,0.481928923341792,6.25746693656601,1.62239293267931,0.139898470686342,0.261393145731839,-5.9219847828583,CUTA
CUTALP,-0.601383150841223,2.08562595468393,-0.606525581662534,0.559469250614208,0.682397346747381,-6.50597910669183,CUTALP
CUTC,0.206424317200919,4.04071143302825,0.570344132179548,0.582696261170323,0.701142573527881,-6.32117369415267,CUTC
CUX1,-0.0670008285393955,5.65119685042235,-0.250130641201568,0.808221680715268,0.875948109278515,-6.88435146567145,CUX1
CUX2,0.617740966173416,-0.108056895595666,2.66290537713876,0.0263928468849015,0.0832119888241798,-4.39957052198329,CUX2
CWC15,1.02249737886346,4.46187522948672,1.98577497516438,0.0790166960592766,0.17609187645418,-5.03715303703071,CWC15
CWC22,-2.26290707200143,4.19092168553961,-2.60631441655237,0.0289328818358553,0.0880712431562323,-3.93064013392671,CWC22
CWC25,0.238202990036322,4.90015133213949,0.378149297898503,0.71427053197356,0.80595199571633,-6.72241422573062,CWC25
CWC27,-1.70596096762607,5.18795074941713,-4.00562229452653,0.00322078072774612,0.0198081158078764,-1.67971512908455,CWC27
CWF19L1,0.289592650912649,4.81730788483581,1.01345474001852,0.337867366015166,0.482863288220842,-6.23722921820667,CWF19L1
CWF19L2,-3.16097687764445,2.75996110910239,-13.6850427118749,3.08965450123888e-07,2.02882522086003e-05,7.45854649333706,CWF19L2
CXADR,0.670137489771159,4.74825276862015,2.11098878281981,0.0646236804789913,0.153165811814676,-4.96106456756138,CXADR
CXADRP2,1.10522937026527,0.573368455748529,2.28035728384255,0.0491384933173892,0.126663729898649,-4.71889628145313,CXADRP2
CXCL12,0.312073323974554,-0.0355542583413019,1.01697320337932,0.336281316314543,0.48129074627698,-6.62757446247746,CXCL12
CXCL16,1.29198684262593,4.6117174686864,2.60565571317187,0.0289638571217125,0.0881311415656443,-3.93642064976169,CXCL16
CXCR4,2.27715922078566,4.78589061267539,6.6513801838455,0.000103361337448383,0.00182864080463193,1.67411306949973,CXCR4
CXXC1,0.157162398298676,5.40412846260865,0.271757705546728,0.792069567322482,0.864643791189886,-6.83046876914783,CXXC1
CXXC4,0.562470901688345,4.07520830334058,1.09853997746044,0.301083892046256,0.445612997998641,-5.90219010608667,CXXC4
CXXC5,1.43406556203196,3.22058605181618,2.25125098694756,0.0515130242346734,0.130548380480364,-4.26611690321728,CXXC5
CXorf38,-2.2600251073329,3.76480148355885,-3.02250637495789,0.0147721503341776,0.0556290259850413,-3.36965989202925,CXorf38
CXorf56,-0.411575742596564,3.59556869073607,-0.463496051901207,0.654246867042972,0.759343741278583,-6.41752691446704,CXorf56
CYB561,-1.5690605802076,3.0154516523438,-4.48898212506299,0.00159598051838431,0.0121847442683862,-1.03723357890339,CYB561
CYB561A3,-0.499605813214106,1.86561219639253,-0.717865165582812,0.491437421615477,0.625506087122909,-6.39883090765526,CYB561A3
CYB561D1,-2.55020105600188,1.95627569134954,-10.8870280143673,2.09078555187123e-06,9.67793784305511e-05,5.58523950766345,CYB561D1
CYB561D2,2.85553528344412,1.68311347618885,2.73812239899452,0.0233624430147331,0.0762079455354835,-3.54296558219771,CYB561D2
CYB5A,0.225025550710404,4.67449252747194,0.405128096922466,0.695044721752846,0.790704382087565,-6.58207723664686,CYB5A
CYB5B,-1.85130617176118,6.1180184541425,-5.78692236406935,0.000286124814098025,0.00362287903626539,0.715673424346536,CYB5B
CYB5D1,-4.30543363840754,3.90612696147055,-7.75175744155514,3.21046172507316e-05,0.000803640046712463,2.67346995330699,CYB5D1
CYB5D2,0.905399615468577,3.7151421535986,0.957267623357636,0.363963605903289,0.507800987068153,-6.127271437625,CYB5D2
CYB5R1,0.924471708560611,3.34392688629725,0.868023381399214,0.408404944788821,0.549967666017606,-6.0784423875078,CYB5R1
CYB5R3,1.66200978336992,5.81385154347391,6.26256202654981,0.000161504634599696,0.00250013424482293,0.968125490639093,CYB5R3
CYB5R4,-2.35726591791453,3.11076107884526,-4.0811212297667,0.00287989260278227,0.0182980755022862,-1.81266590677015,CYB5R4
CYB5RL,-2.21708338310225,1.9339520861881,-7.51767347952331,4.07257467672636e-05,0.000942567365344636,2.64365371821578,CYB5RL
CYBA,2.27144224329663,6.28839695338666,6.34460555254289,0.000146762341065511,0.00234647158779211,1.01445539787805,CYBA
CYBB,0.0385151487532662,0.344699032566871,0.170548186791541,0.868431632176976,0.915989374902842,-7.0532809178562,CYBB
CYBC1,-0.420064779490427,3.70843404625013,-0.471246260315541,0.648916206379007,0.755205589123636,-6.41671125546139,CYBC1
CYBRD1,-1.68190670667839,3.06764920616118,-3.43490452638175,0.00769095072231217,0.0359539212905971,-2.57488560263658,CYBRD1
CYC1,0.710510802099026,6.76494180612342,1.99043559365562,0.0784297872215854,0.175284428683607,-5.52308992454679,CYC1
CYCS,-2.10801895007925,6.61280293896084,-6.44423018525783,0.000130804850140971,0.00216019443745388,1.3852713140699,CYCS
CYFIP1,1.03858428195814,5.73052665585182,3.76087957464302,0.00465378875301671,0.02559493167709,-2.46313511835393,CYFIP1
CYFIP2,-0.512284646701713,5.74677750696294,-0.989338387989561,0.348890824326962,0.493501719051002,-6.29368710960448,CYFIP2
CYHR1,0.168064892524736,4.80029765557866,0.362517854882373,0.725509599295871,0.814338092133813,-6.58289791463183,CYHR1
CYLD,-1.34188667610398,4.06424201496114,-1.40839174454114,0.193315143959654,0.327374877887423,-5.61375016417129,CYLD
CYP1A1,0.365589971882226,0.130781078994621,1.48552857337666,0.172285402323499,0.301456565175073,-6.08632550618912,CYP1A1
CYP1B1,-1.6685155493933,3.13961294541398,-1.5948662286665,0.145935682932434,0.268760758105935,-5.49104104162472,CYP1B1
CYP20A1,-0.366851995795712,3.14645032119944,-0.979671489422475,0.353384338871155,0.497415762331303,-6.04587034483308,CYP20A1
CYP26A1,0.203157818605969,0.499328235257447,1.03961740838033,0.326208650541744,0.470997517728405,-6.56307563080724,CYP26A1
CYP26B1,0.815136003341647,1.09823766496738,0.910157349651911,0.386964607167042,0.529735898767022,-6.28063037840177,CYP26B1
CYP27B1,0.0378369656737408,0.450217746634602,0.185211080812733,0.857257342846238,0.908342777416931,-7.04687345845613,CYP27B1
CYP27C1,-0.37052425331952,0.667142075923546,-1.55030156995612,0.15620738608665,0.28176004558213,-5.76764466070673,CYP27C1
CYP2J2,1.54517527642798,0.941308702427542,2.27588302246215,0.0494963793324173,0.12733051811499,-4.63675193494435,CYP2J2
CYP2R1,0.619195011340049,0.880760015460563,1.17156426129552,0.272082733517417,0.415766211905931,-6.14172823374789,CYP2R1
CYP2S1,2.24556502385499,2.44410717875687,2.27666103091047,0.0494339644776666,0.127205500530674,-4.27107369700176,CYP2S1
CYP2U1,-2.48741388623854,2.29700125569262,-6.62653015880942,0.000106293801971934,0.00186648743313404,1.62840468350004,CYP2U1
CYP39A1,0.855472131005865,1.29624578964252,0.891106152628888,0.396557377954472,0.538689219855791,-6.12332030190164,CYP39A1
CYP3A5,0.439594297556609,-0.0501531261244383,1.62593309765615,0.139138631750973,0.260594216378381,-5.91905842287011,CYP3A5
CYP4F35P,0.261874693407111,0.350709388601039,1.26924161703458,0.236860353434998,0.376660787316434,-6.321174748879,CYP4F35P
CYP4V2,-1.80126546705021,1.16434569956664,-7.01734323054602,6.90323420244982e-05,0.0013804512814474,2.12424184824382,CYP4V2
CYP4X1,3.23564939268223,2.7986821169856,3.39062142637853,0.00824231243341962,0.0377280711373462,-2.54626377661745,CYP4X1
CYP51A1,-0.306908400432449,6.1645815145344,-0.960875022163385,0.362244557884257,0.506102787551701,-6.50500726664191,CYP51A1
CYP7B1,2.73489977156207,1.47179062692331,3.01198320477371,0.0150233607321076,0.0562300654336944,-3.10436034778885,CYP7B1
CYREN,1.5457704496222,4.42940669026248,4.79287563890669,0.0010443511511708,0.00914082427292581,-0.674023227281543,CYREN
CYS1,0.191922887552051,0.315373604977404,1.0286236680458,0.331069799282082,0.476311365154839,-6.56658874044234,CYS1
CYSTM1,0.853616407353858,4.66164384945617,1.51146271341868,0.165680211590413,0.293816508884995,-5.61681718174135,CYSTM1
CYTH1,-0.742262650320087,4.7892819524082,-1.64717154762558,0.134658107557333,0.254022335982687,-5.31415967340553,CYTH1
CYTH2,-2.18490661906322,5.99362930374369,-3.74790124584271,0.00474658091386637,0.0258734476223805,-2.22532215655311,CYTH2
CYTH3,-1.11339055991674,4.16918712339557,-1.16563213865755,0.274351926825297,0.417855405509989,-5.88530984327626,CYTH3
CYTOR,-1.38118195552331,4.26390601566912,-2.79049249317281,0.0214635344928934,0.0720966404879062,-3.5530574462055,CYTOR
CZ1P-ASNS,0.9422621558931,0.0613639055598986,3.97670964852237,0.0033624720169396,0.0204971415954893,-2.36452535082167,CZ1P-ASNS
CZIB,-2.05338186674694,3.06236203342881,-2.19104792287947,0.056787218745609,0.140054078974559,-4.69526172340409,CZIB
D2HGDH,0.838547504626797,3.17765185077972,0.749099413792722,0.47332409162987,0.609095754774451,-6.16035583103652,D2HGDH
DAAM1,-2.12328009040517,3.93218303057892,-2.45232627685514,0.0371620306157591,0.104679478897304,-4.25561963222277,DAAM1
DAAM2,-2.15111817742307,2.66179538027877,-5.1462940586229,0.000648601514515027,0.00659723067861899,-0.1998715469594,DAAM2
